Project_webSummary, Project Title, Project N�, Project Website, Year Of Finance, Lead Partner Country, Type Of Beneficiary, Country, Themes, Keywords, Habitats, Species
index.cfm?fuseaction=search.dspPage&n_proj_id=2623,Branta ruficollis Techirghiol - Improving wintering conditions for Branta ruficollis at Techirghiol,LIFE04 NAT/RO/000220,"http://www.savebranta.ro/,",2004,RO,National authority,Romania,Habitats ~ Freshwater / Species ~ Birds /,endangered species / land purchase / management plan / protected area / wetland /,Non applicable (i.e.species project) /,Branta ruficollis /
index.cfm?fuseaction=search.dspPage&n_proj_id=2622,Pinus nigra banatica - The forests with Pinus nigra banatica - part of NATURA 2000,LIFE04 NAT/RO/000225,"http://www.pinusnigrabanatica.ro/,",2004,RO,Public enterprise,Romania,Habitats ~ Forests /,endemic species / forest fire / protected area / restoration measure /,(Sub-) Mediterranean pine forests with endemic black pines / Calcareous rocky slopes with chasmophytic vegetation / Medio-European calcareous scree of hill and montane levels / Thermo-Mediterranean and pre-desert scrub /,None or non applicable /
index.cfm?fuseaction=search.dspPage&n_proj_id=2615,Askoviken - Improvement of habitats for wetland birds in Askö-Tidö,LIFE04 NAT/SE/000230,"http://www.askoviken.se,",2004,SE,Regional authority,Sverige,Habitats ~ Freshwater / Species ~ Birds /,agricultural pollution / aquatic ecosystem / conflicting use / diffuse pollution / ecotourism / environmental education / environmental impact of agriculture / environmental impact of tourism / environmentally responsible behaviour / eutrophication / freshwater ecosystem / grassland ecosystem / grazing / informal negotiation / integrated management / lake / land restoration / management contract / management plan / migratory species / pollution prevention / public awareness campaign / public-private partnership / restoration measure / risk management / site rehabilitation / social participation / sustainable development / tourist facility / touristic zone / voluntary work / water quality improvement / wetlands ecosystem / wildlife sanctuary /,"&quot;Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)&quot; / Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation /",None or non applicable /
index.cfm?fuseaction=search.dspPage&n_proj_id=2616,Fpmswe - Freshwater Pearl Mussel and its habitats in Sweden,LIFE04 NAT/SE/000231,"http://www.wwf.se/flodparlmussla,",2004,SE,NGO-Foundation,Sverige,Habitats ~ Freshwater / Species ~ Invertebrates /,agricultural pollution / animal corridor / aquatic ecosystem / conflicting use / diffuse pollution / environmental impact of agriculture / environmentally responsible behaviour / freshwater ecosystem / hydrographic basin / informal negotiation / introduction of animal species / public awareness campaign / renaturation / restoration measure / river management / site rehabilitation / water quality improvement /,Fennoscandian natural rivers / Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation /,Margaritifera margaritifera /
index.cfm?fuseaction=search.dspPage&n_proj_id=2619,AQUALUTRA - Conservation of otter population (Lutra lutra) in Goricko - phase 1,LIFE04 NAT/SI/000234,"http://www.aqualutra.si/,",2004,SI,Local authority,Slovenia Slovenija,Species ~ Mammals /,natural park / nature conservation / protected area / restoration measure / survey /,Non applicable (i.e.species project) /,Lutra lutra /
index.cfm?fuseaction=search.dspPage&n_proj_id=2618,NATSLOMPIS - NATURA 2000 in Slovenia - management models and information system,LIFE04 NAT/SI/000240,"http://www.naravovarstveni-atlas.si, http://www.zrsvn.si/life,",2004,SI,Public enterprise,Slovenia Slovenija,Land-use &amp; Planning ~ Sensitive and protected areas management / Species ~ Birds /,information system / land purchase / management plan / protected area /,"&quot;Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)&quot; / &quot;Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)&quot; / &quot;Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)&quot; / Active raised bogs / Alkaline fens / Alpine and Boreal heaths / Alpine and subalpine calcareous grasslands / Bog woodland / Bushes with Pinus mugo and Rhododendron hirsutum (Mugo-Rhododendretum hirsuti) / Caves not open to the public / Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels / Illyrian Fagus sylvatica forests (Aremonio-Fagion) / Illyrian oak-hornbeam forests (Erythronio-Carpinion) / Juniperus communis formations on heaths or calcareous grasslands / Luzulo-Fagetum beech forests / Mountain hay meadows / Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi / Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites) / Transition mires and quaking bogs /",None or non applicable /
index.cfm?fuseaction=search.dspPage&n_proj_id=2617,Slovensky Raj (COHADI) - Conservation of habitat diversity in Slovenský Raj National Park,LIFE04 NAT/SK/000244,"http://www.sopsr.sk/projekty/lifeproject,",2004,SK,National authority,Slovakia Slovensko,Habitats ~ Forests /,decision making support / development planning / ecotourism / environmental impact of tourism / forest ecosystem / forest management / grassland ecosystem / highland ecosystem / land use planning / management contract / management plan / pest control / public awareness campaign / sustainable development / touristic zone /,"&quot;Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)&quot; / &quot;Species-rich Nardus grasslands, on silicious substrates in mountain areas (and submountain areas in Continental Europe)&quot; / &quot;Tilio-Acerion forests of slopes, screes and ravines&quot; / Acidophilous Picea forests of the montane to alpine levels (Vaccinio-Piceetea) / Alkaline fens / Alpine rivers and the herbaceous vegetation along their banks / Asperulo-Fagetum beech forests / Calcareous rocky slopes with chasmophytic vegetation / Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels / Luzulo-Fagetum beech forests / Medio-European calcareous scree of hill and montane levels / Medio-European limestone beech forests of the Cephalanthero-Fagion / Medio-European subalpine beech woods with Acer and Rumex arifolius / Mountain hay meadows / Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi / Rupicolous pannonic grasslands (Stipo-Festucetalia pallentis) / Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites) / Western Carpathian calcicolous Pinus sylvestris forests /",None or non applicable /
index.cfm?fuseaction=search.dspPage&n_proj_id=2798,SUSTRAFFTIA - Sustainable Traffic Development in Tirana,LIFE04 TCY/AL/000018,"http://www.ecat-tirana.org/project4/project4.php?ID=78&amp;ID2=63&amp;ID_Kat=47&amp;pr_3=PO,",2004,AL,National authority,Albania Shqipëria,Air &amp; Noise ~ Air quality monitoring / Land-use &amp; Planning ~ Transport planning - Traffic monitoring /,air pollution / environmental awareness / traffic emission / transport planning / urban area /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=2807,Waste Croatia - Guidelines Development for starting implementation of Waste Management Plan in the Republic of Croatia,LIFE04 TCY/CRO/000028,"http://www.waste-croatia.com.hr/LIFE/index,",2004,HR,National authority,Croatia Hrvatska,Waste ~ Municipal waste (including household and commercial) /,decision making support / waste management /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=2806,CRO Climate Cap - Capacity building for Implementation of the United Nations Framework Convention on Climate Change and the Kyoto Protocol in the Republic of Croatia,LIFE04 TCY/CRO/000029,"http://klima.mzopu.hr/default.aspx?id=48,",2004,HR,National authority,Croatia Hrvatska,Climate change Adaptation ~ Sectoral adaptation (industry-services) / Climate change Mitigation ~ GHG reduction in non EU ETS sectors /,climate protection / environmental law / environmental training /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=2805,MURA - Establishing institutional capacities for protection of river Mura landscape,LIFE04 TCY/CRO/000030,"http://www.parkmura.com/,",2004,HR,National authority,Croatia Hrvatska,Habitats ~ Freshwater / Information - Governance ~ Environmental training - Capacity building / Water ~ River basin management /,environmental training / landscape protection / protected area / river management /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=2810,ISOWA - Integrated Solid Waste Management for Al Fayoum and Etsa,LIFE04 TCY/ET/000043,"http://www.isowa.org/,",2004,ET,International enterprise,Egypt,Waste ~ Municipal waste (including household and commercial) /,solid waste / urban area / waste management /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=2809,ECOTAN - Demonstration of clean technologies in tanning processes,LIFE04 TCY/ET/000045,"http://www.ecotanegypt.net,",2004,ET,National authority,Egypt,Environmental management ~ Cleaner technologies / Industry-Production ~ Leather and Footwear /,clean technology / leather industry /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=2815,ENVECON - Integration of economic instruments and voluntary agreements in the environmental policies of Jordan and Syria,LIFE04 TCY/HKJ/000058,,2004,HKJ,National authority,Jordan,Environmental management ~ Integrated management /,policy integration /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=2802,SASWMP - Southern Arava Sustainable Waste Management Plan,LIFE04 TCY/IL/000027,"http://tinyurl.com/l48kv,",2004,IL,Regional authority,Israel,Waste ~ Agricultural waste /,agricultural waste / border / environmental training / waste management /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=2816,SUSTAINABLE HUNTING - Building Capacity for Sustainable Hunting of Migratory Birds in Mediterranean Third Countries,LIFE04 TCY/INT/000054,"http://www.birdlife.org/action/change/sustainable_hunting/index.html,",2004,INT,NGO-Foundation,International Organisations,Species ~ Birds /,bird species / conflict of interests / environmental training / hunting / migratory species / nature conservation /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=2801,ECO BIZ - Development of a pilot model of eco-efficient industrial estate adpted to the Morocco situation through the establishment of an internal expert team for the technical assistance to companies in introducing waste water treatment and reuse,LIFE04 TCY/MA/000065,"http://www.ecobizlife.ma,",2004,MA,Professional organisation,Maroc,Water ~ Water resources protection /,environmental awareness / environmental performance / industrial area / water resource management /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=2799,MARRAKEMAS - Marrakech Environmental Management Audit Scheme,LIFE04 TCY/MA/000070,"http://www.marrakemas.net/,",2004,MA,Local authority,Maroc,Environmental management ~ Certification /,EC regulation on eco-management and audit / local authority /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=2811,ABQUAR - Allevating Barriers to Quarries Rehabilitation in Lebanon,LIFE04 TCY/RL/000040,"http://www.moe.gov.lb/abquar,",2004,RL,National authority,Lebanon,Industry-Production ~ Mining - Quarrying / Risk management ~ Site rehabilitation - Decontamination /,abandoned industrial site / quarry / site rehabilitation /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=2814,Narva GMP - Narva Groundwater Management Plan,LIFE04 TCY/ROS/000049,"http://www.pkge.spb.ru/Narva/,",2004,ROS,National authority,Russia Rossija,Water ~ Water resources protection /,groundwater / water resources management /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=2813,PAs for LIFE - Bringing Regional Protected Areas of the Leningrad region (Russian Federation) into European Context,LIFE04 TCY/ROS/000050,"http://pa.iucn.ru/,",2004,ROS,NGO-Foundation,Russia Rossija,Information - Governance ~ Environmental training - Capacity building / Land-use &amp; Planning ~ Sensitive and protected areas management /,environmental management / protected area /,,
